packet_id,record_uid,slug,cve,tool,advisory_class,in_patched_file,same_callable_as_change,on_exact_changed_line,A_class_relation,A_root_cause_relation,A_evidence_quality,A_confidence,A_reason_code,B_class_relation,B_root_cause_relation,B_evidence_quality,B_confidence,B_reason_code
673c7c5a46843556c1a58a53ede1d65a9ddff96ccf8b3052532e56382312cb76,9ab4c574-b5d8-5ace-913a-0516cf4ba5c5,wp-job-portal,CVE-2026-48880,wisp,other,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
6bc621c4dcef56a85bad498c068253591696866bee8b0f584f5a79f071163cfa,06e48f4c-a389-52a4-be5d-46586b1421aa,filr-protection,CVE-2026-28133,semgrep,upload,False,False,False,MISMATCH,UNRELATED,PARTIAL,MEDIUM,PATCH_TOO_BROAD,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
6fee673d6f3f8f24dbeab873b6b9a277c3ba6cc85f81c25a4beddbd972471cd4,095bd870-582a-5552-8381-d8c3d2af37b4,cf7-insightly,CVE-2026-32527,wpt,auth,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
7026a6d7ccb0211f582e0170f8ba5c5dff50a47f7e7819da0dca1497e0d1162b,13fa76d9-fe7d-5db3-ad30-b97a0388badc,ecab-taxi-booking-manager,CVE-2026-28040,semgrep,xss,False,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,MEDIUM,LOCATION_ONLY,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,OTHER
71853971f3c504d41347e12e291632f4319bbce5d1177032028041152e22b9be,bc3584ca-3b58-597b-b060-9fb3bbbeb576,groundhogg,CVE-2026-40727,semgrep,other,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
71bbad6919440706495156e3e1e45936de15674643f42c9986d9145e6aba9909,877925a7-b36b-5a9b-83c0-49d0819fc4a6,user-registration,CVE-2026-25425,semgrep,other,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
743bc7501afe71518d3d07ab42f6d4fcc21a3cd2498c7c904b0dcc7f57bd1b83,19c7cc44-ba0f-578e-9584-79cffe45d6e9,mw-wp-form,CVE-2023-6316,wpt,upload,False,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
7657d2120126db1c242727f308fb802cbe879abcbfc9446f83faa5bd49b947d5,5669466d-2a47-5795-964c-03dc264a2801,post-smtp,CVE-2026-48838,semgrep,other,False,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,OTHER
76bd530d410886b21c866dda996e739c59d7995dca9dc08cede278bbe8b1f97f,e4e809e9-346f-52f8-8973-aedf0f2d0033,products-file-upload-for-woocommerce,CVE-2026-25328,wisp,lfi,True,True,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
77fc60203d2aea90b3e140bfca846d427456f882b80e7cc28d5e4de34458c32f,84d91d3f-6e7c-54b7-9c57-9bc65afe3a80,nelio-content,CVE-2026-39521,wisp,ssrf,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
791ed15c4a3b3d5290aac732ea4be7c057e1ed5bd6a8700ffc28a6ba1100a09d,b68cfa29-67ec-56f3-ae3e-a85d62c196d0,simple-cloudflare-turnstile,CVE-2026-40799,wpt,other,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY
7e17df9c5a73d9d6829ad2a62f1a3cb69b0b33acc31a7ac639fb275660982065,4291d3ab-ef48-5402-a741-78fe6f1dabd0,ultimate-addons-for-contact-form-7,CVE-2026-32460,semgrep,xss,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
7f3e97e4abe177f0b0026c291d023e554ee979f970abff1496dd0dd752627c98,c91e09dd-95e9-55b8-ac07-0b8129e2fe2d,coblocks,CVE-2024-4260,wisp,ssrf,False,False,False,MATCH,UNRELATED,SUFFICIENT,HIGH,DIFFERENT_CALL_PATH,MATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
7f494615297093eba2e9299a8a09d4a0b814021f180c7a4ec129ea6dd389a459,bceeb7c5-da46-50e6-8449-da23b09a57e8,wpcomplete,CVE-2026-42750,wisp,xss,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY
7ffc0aa4ce34d77c7526583ed669a38366830151c50f10378e27f23e5d020d22,45b03216-979a-5a7c-93bf-da123fc09dde,woo-cart-abandonment-recovery,CVE-2026-39470,progpilot,auth,False,False,False,UNCERTAIN,INSUFFICIENT_EVIDENCE,INSUFFICIENT,LOW,TOOL_REPORT_INCOMPLETE,UNCERTAIN,INSUFFICIENT_EVIDENCE,INSUFFICIENT,LOW,TOOL_REPORT_INCOMPLETE
801b8b7de8b5fd95f9d6d3b2ba708d1b06a6ab10acdf5389cc65128a5bb5eb91,aee8f3c2-26e7-581f-8019-27bd44bb2eb1,new-user-approve,CVE-2025-69063,semgrep,auth,False,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
809281b6b16e842e6ffe529e8165eca0c0119624709c05b5276931ca19e2f189,c63c1edb-d197-577d-9c65-4fec603936e9,themesflat-addons-for-elementor,CVE-2026-39500,wpt,xss,False,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER
80aa0a4ff1c27522b423f1eadcb08c9e15dbec39e72faf4daedc6838f4362a63,db0ae7f6-e22c-5666-b2cb-6c23053a4659,wp-time-slots-booking-form,CVE-2026-32432,wpt,auth,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
81afabbacf6f486052342cab25076be29745829513aad56103c52d4bc45f3726,ce14c69e-6134-5e51-84b5-1bf00035c656,simply-schedule-appointments,CVE-2026-39694,wisp,auth,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER
81dbb72707e05f3ac7b317f952faa4347baaad47dd4e6ca9a31b0d5588a4f070,7c349a3e-baf0-5c51-9563-6eb592c9eea5,export-wp-page-to-static-html,CVE-2026-24574,wisp,csrf,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,MEDIUM,PATCH_TOO_BROAD,MISMATCH,INSUFFICIENT_EVIDENCE,INSUFFICIENT,LOW,PATCH_TOO_BROAD
82822363a297c8f40ebb42869b66c52137bf4e2647b1c898ea45f11c4aa43d93,61589af2-2a1f-5fb0-a96a-badb624868e4,instantio,CVE-2026-39571,semgrep,other,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
842ac2fc80d1dcf6c9d629fe676d5210c5f230a9785288bb39bb5ba744028d34,877925a7-b36b-5a9b-83c0-49d0819fc4a6,user-registration,CVE-2026-25425,semgrep,other,True,True,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
8536f0e7a2998e9db212070580c153383cc6f7e2d5ad1f738a2f4241991d34ab,93e33bbc-181b-52e9-9fd7-b591c798083e,duplicate-post,-,wisp,sqli,False,False,False,UNCERTAIN,INSUFFICIENT_EVIDENCE,INSUFFICIENT,LOW,TOOL_REPORT_INCOMPLETE,MISMATCH,INSUFFICIENT_EVIDENCE,INSUFFICIENT,LOW,OTHER
8693f54fa089d7ea77a4dd755818ae047797c9a93123bf7ece0b36ce5e45f98c,c63c1edb-d197-577d-9c65-4fec603936e9,themesflat-addons-for-elementor,CVE-2026-39500,semgrep,xss,False,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
886b45bfdf00963e7d273beace7813b8b02a50532c10bb981e1371b624fb59b7,72e17be1-5d62-57d9-b5ae-3c2210f3da67,amazonsimpleadmin,CVE-2026-42759,wisp,xss,True,False,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
8a2233bb64942e392d4bbf6462104a185947c0d50a7c643e4c9819e550c507a7,b787eeeb-902a-57e6-bf0c-75ac820385ce,review-schema,CVE-2026-25344,semgrep,other,True,True,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
8bd442fd5bfb47978eaee9c5b16d31903c820a3fbf06cad39f620455f8295d2d,72e17be1-5d62-57d9-b5ae-3c2210f3da67,amazonsimpleadmin,CVE-2026-42759,wpt,xss,False,False,False,MATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
8c32b5012ef2e5694959075b46f5cea2b9a9adf14c73bf667f17157724c5fdd3,c8ccb6e1-0747-569a-b0db-29acf7893b43,the-post-grid,CVE-2026-49054,wisp,auth,False,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,MEDIUM,LOCATION_ONLY,MATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER
8c6a3c463903cd383e192374988e7f9d3c455893fdf0d184ee4980e887d3457a,0e0b6a47-d884-5990-8adb-2779643fa92a,powerpack-lite-for-elementor,CVE-2026-32430,semgrep,xss,True,True,True,MATCH,SAME_DEFECT,SUFFICIENT,HIGH,SAME_MISSING_GUARD,MATCH,SAME_DEFECT,SUFFICIENT,MEDIUM,SAME_MISSING_GUARD
8ccf83145f57aabcf176ef5c9b46ea364f2d6b379f844cd94081e8e9c6f44435,2ddcd4cf-3f5a-5425-8262-464f8f9f8cb0,site-mailer,CVE-2025-1319,wisp,xss,False,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
8d2ff92023c47ef97ce0c400a0350929a6234ccac83a31020aba2c8e9f61f99e,7aefeb0e-1a99-5b85-a8b3-e400b25a787d,collapsing-categories,CVE-2026-32366,wisp,sqli,True,False,False,UNCERTAIN,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,LOW,LOCATION_ONLY,MISMATCH,INSUFFICIENT_EVIDENCE,PARTIAL,LOW,OTHER
8e5c5d693cdde667768e97e91137534e5fcdea40de1c7cd9fc6fb081c71d6e2d,ce14c69e-6134-5e51-84b5-1bf00035c656,simply-schedule-appointments,CVE-2026-39694,wpt,auth,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
8f7076d49f089f0b287866fdafe509201c932a9fe6a207b475b075b476d08b92,bf2991e6-d134-5ec2-ab55-ed8a89cc582f,advanced-iframe,CVE-2026-25453,wisp,xss,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
9083e3b2372f51a13456817797f431e0c82115e2f3839acc946185e3694a1904,fd3bfa4c-4a48-5ce9-b5e2-d2f27ede7b83,official-mailerlite-sign-up-forms,CVE-2026-25420,wpt,auth,False,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,OTHER
927eb57e6c73b1a2df71710514adada3a1eb3b1ee7f5b83fa34e417924999128,c8ccb6e1-0747-569a-b0db-29acf7893b43,the-post-grid,CVE-2026-49054,semgrep,auth,False,False,False,MISMATCH,INSUFFICIENT_EVIDENCE,INSUFFICIENT,LOW,TOOL_REPORT_INCOMPLETE,MISMATCH,UNRELATED,PARTIAL,HIGH,OTHER
93a449a2b161105ff49fff48d11d69eba28bf9155987bcbcede05145b9dde4bb,9c9e31e9-266d-5b2f-ac57-e8c9fda5e008,easy-table-of-contents,CVE-2026-32343,wisp,csrf,True,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,WRONG_CLASS
93d68de543fea6e2fff51af7c9c33a7e63abe19c2b2117e494e0d4612f86b6b4,28d1f250-8707-5a7b-89e8-828175a4f3ec,microsoft-clarity,CVE-2024-0590,wisp,csrf,True,False,False,MATCH,SAME_DEFECT,SUFFICIENT,HIGH,SAME_MISSING_GUARD,MATCH,SAME_DEFECT,SUFFICIENT,HIGH,SAME_MISSING_GUARD
9508ff87689512e852db781689640678379ef4479846c6f7171f0a9a076f4b90,e27dc6f2-69f7-52bf-bc84-e66905822030,userfeedback-lite,CVE-2026-39475,wpt,sqli,True,True,True,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
9522b2919d0f7f44293fcdc6fd6397de74c0e8a9b86e0ef3cf3808e75ad529cd,9b6b64dc-926c-5e4b-b2f0-76bc4630a13f,alttext-ai,CVE-2026-25348,semgrep,auth,True,True,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
9840e316fb79219495aaa86fadf0ee8cd735256c58493e0f8954ff75f18b9149,393a63c2-e21b-56cc-84c0-91d3171910a8,fluent-cart,CVE-2025-67971,wisp,xss,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
9930b4559d454f42a533fca175f8941ca8e9556893e3532358211e7b85c49f39,7361b8f7-1de1-57d3-ab73-aab51e9ebf14,geo-mashup,CVE-2026-27427,wisp,xss,True,False,False,MISMATCH,SAME_DEFECT,SUFFICIENT,MEDIUM,WRONG_CLASS,MISMATCH,SAME_DEFECT,SUFFICIENT,MEDIUM,SAME_SOURCE_SINK
994c5495d496a0f5c1800f95eb010eae0413d7cd7f151aab0e4f390e12b8bfb1,0af1c547-0c69-51eb-ac4f-da03323af3e7,cleantalk-spam-protect,CVE-2022-3302,wisp,sqli,False,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
9a62be666a1509c935e1319bac5e6f0130f114a29d7fc2f867e5948774d6b205,21c41ba7-c192-58fb-a289-f6a1b2d61903,collectchat,CVE-2026-40765,wpt,other,True,False,False,MATCH,SAME_DEFECT,SUFFICIENT,HIGH,SAME_SOURCE_SINK,MATCH,SAME_DEFECT,SUFFICIENT,HIGH,SAME_SOURCE_SINK
9aabd5918c3fed4322899520483506136a205fcdf5b437f56e88e6f58786c741,db0ae7f6-e22c-5666-b2cb-6c23053a4659,wp-time-slots-booking-form,CVE-2026-32432,semgrep,auth,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
9cb6f5f3ce0613f6a5319cb5e76e0a4b0886c57493378902f8185857cb23b941,9b6b64dc-926c-5e4b-b2f0-76bc4630a13f,alttext-ai,CVE-2026-25348,semgrep,auth,True,True,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
9ed88fe5af66de30cf1ec0013e278fe15df222c6a4b018763cb136b149569e11,76e861df-31ab-5502-9c65-0b7e456e04d9,quickwebp,CVE-2026-42756,wpt,lfi,False,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,MEDIUM,LOCATION_ONLY,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER
a0afe82b323eadfab3b948a21d98c87c597d87adbdcbe61281c1c114811e0bd1,d284fb63-a2cb-52d0-9f60-87bcefb65fb4,seriously-simple-podcasting,CVE-2026-39505,wpt,auth,False,False,False,MISMATCH,UNRELATED,PARTIAL,LOW,OTHER,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER
a0be3ffcc0c394743d6480e84a459cb6b67a8b953e2fa022fa6fd748d541350c,f0ea484e-3dde-5ad1-a3ab-bb3d9cab2de9,modal-dialog,CVE-2026-32367,wpt,rce,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,OTHER
a0f62cb4bb0f5c9bb66836582678f0d0ddff067952bc1f538bd446f0a73032a7,d284886b-8dae-546a-8226-5327e795e883,backup-backup,CVE-2026-39480,semgrep,other,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,UNCERTAIN,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY
a3268f5a1876b1d814b4b5c15f6101123c8620c360691b2e20de4db765f67bb4,e4e809e9-346f-52f8-8973-aedf0f2d0033,products-file-upload-for-woocommerce,CVE-2026-25328,semgrep,lfi,True,True,True,MATCH,SAME_DEFECT,SUFFICIENT,HIGH,SAME_SOURCE_SINK,MATCH,SAME_DEFECT,SUFFICIENT,HIGH,SAME_SOURCE_SINK
a3d0ce9b26d32d8cf4eb3d4a48717d5cefe396e35e2f35dca548b4e8ca65d906,b68cfa29-67ec-56f3-ae3e-a85d62c196d0,simple-cloudflare-turnstile,CVE-2026-40799,wisp,other,True,True,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY
a4923b7afffde6d35abccc7bc910f5a1060a96e2d73a069e2c492d74057f73c4,3396e82b-8783-5ced-9c04-d525838a14ed,cliengo,CVE-2025-69388,wisp,auth,True,True,False,MISMATCH,SAME_DEFECT,SUFFICIENT,MEDIUM,WRONG_CLASS,MISMATCH,SAME_DEFECT,SUFFICIENT,MEDIUM,SAME_SENSITIVE_OPERATION
a4df7e97d3c0cc9355b18442706d428aa03a21928e9db54d735bfec288e09ca9,bceeb7c5-da46-50e6-8449-da23b09a57e8,wpcomplete,CVE-2026-42750,wpt,xss,True,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY
a505c84d097f1b5996bbf4dcde4ec22b253838ba8fe20a2c3fc41db4dfc4a822,0dfa37a9-7af8-51d1-ae6e-77ee458ff9bf,advanced-coupons-for-woocommerce-free,CVE-2026-39508,wisp,xss,True,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
a5a066881793517b720fd9df53990a10a096114f1a971f546c3573990ed30092,30af4ff8-5767-5ce3-8ce0-59ba644c44e3,mycred,CVE-2026-27440,semgrep,xss,False,False,False,MATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
a64e7345eb7987e6d847630fb6744c4c46cbff807e289a0c95cdd2d0db2525a2,46f3f81a-06b5-5e7a-952e-af678a2eea1e,geo-mashup,CVE-2026-48967,progpilot,other,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
a6e23d9d90211e11e7b29fd40fef5575fe48d11788f151804d70a18e1cae0d7c,46f3f81a-06b5-5e7a-952e-af678a2eea1e,geo-mashup,CVE-2026-48967,wpt,other,True,True,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY
a77f19e93c56215e261c419f411878630a4d14bf38d70cd7fa132bfdc6e0ca5d,d284886b-8dae-546a-8226-5327e795e883,backup-backup,CVE-2026-39480,wisp,other,True,True,False,MISMATCH,SAME_DEFECT,SUFFICIENT,MEDIUM,SAME_SENSITIVE_OPERATION,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY
a8d432c58b56bf83994e60e9c3e7ee7a93b2a320c6b8e795fa9993f539f0065f,325a9b8a-ef34-5b71-a6f9-bd5d28a30c2a,gutenberg,CVE-2025-64354,wisp,xss,False,False,False,MISMATCH,UNRELATED,PARTIAL,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
ac1f9d822b1479dc2347e5d5c6ef69c86f832b349cd10f6d1fa85aed1befecd1,7361b8f7-1de1-57d3-ab73-aab51e9ebf14,geo-mashup,CVE-2026-27427,semgrep,xss,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,LOCATION_ONLY
ad0283a3cde543d5eb1831927bd3d5dec88571ed5b0e741bf61ea9d39152b21a,40b92e73-2ee9-579a-8b8f-97bc3e86672c,cp-contact-form-with-paypal,CVE-2026-32433,progpilot,sqli,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
af2358a75825482ffeb99f18946ca86eabee476d49daa28c5482fac42df802a4,f58a7493-b198-55e5-8423-cf1395a2d006,woocommerce-delivery-notes,CVE-2026-24946,wpt,auth,True,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,HIGH,OTHER
af581759c68d2ef47b13d20630faae97be6e3e1b07afddc542f376c668dd0beb,9d2723eb-ccdf-56db-8cfd-9f0fe6659b50,generateblocks,CVE-2026-48877,wpt,other,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
af942f6d4fb51529fff77370b3166487e5f20a1b9943685c00c2e86e4862758f,48c9ffd1-141b-5cfc-b63c-0894f669fbcc,visitor-maps-extended-referer-field,CVE-2025-69389,wisp,xss,True,False,False,MATCH,INSUFFICIENT_EVIDENCE,PARTIAL,LOW,TOOL_REPORT_INCOMPLETE,MATCH,INSUFFICIENT_EVIDENCE,INSUFFICIENT,LOW,OTHER
b0b01e4c03503affa58fe82ccc63099e5a72bff9b269cd941d667712e9a35b9c,c204c063-cba5-5740-9158-9f5b91c68f6d,latepoint,CVE-2026-49083,semgrep,other,False,False,False,MISMATCH,UNRELATED,PARTIAL,MEDIUM,OTHER,UNCERTAIN,UNRELATED,PARTIAL,MEDIUM,OTHER
b1144e7b49ef00af28aa68d59b8ec57c2937486efa121e0a8086c5d3d76b94a1,f672f767-8de2-5081-a79e-996df7677cf6,litespeed-cache,CVE-2024-51915,wisp,xss,True,True,True,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
b180d01d9fbbfb2872c06ed05c5e1c8c565a3984b811f09b3cdabb923db480fd,bd515a83-5634-5e2c-b55f-0254d80ab3eb,custom-post-type-ui,CVE-2023-1623,wpt,csrf,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,MEDIUM,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
b2611ce11e5de6fe7cd5be05f723cbddd894adc6d4f5dce9c978c1350a3c1f8d,d284fb63-a2cb-52d0-9f60-87bcefb65fb4,seriously-simple-podcasting,CVE-2026-39505,wisp,auth,True,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY,MATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,LOCATION_ONLY
b2916bf0bd0378cb8dfca8a5b5cefb7a4207208451c11383a16058cd903de7c3,ae81eb74-bb0e-5258-83f7-f6169c06ef5e,woocustomizer,CVE-2026-27046,semgrep,auth,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,PATCH_TOO_BROAD,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
b375012954c696e8cdf600275613443fc590d5ff8898795b7d42b435502218c1,8dec23e1-a791-5542-9fb3-f3c344cbb4ab,elementor,CVE-2026-32445,wisp,auth,False,False,False,MATCH,RELATED_AREA_DIFFERENT_DEFECT,PARTIAL,MEDIUM,LOCATION_ONLY,MATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
b5637f93c608dccc78d00ca5eeb7140e330147f6b369006ba1c6d6a187016b85,a0283747-8722-5ddf-a34a-ce854d47bcd5,backwpup,-,semgrep,rce,True,False,False,MISMATCH,RELATED_AREA_DIFFERENT_DEFECT,SUFFICIENT,MEDIUM,PATCH_TOO_BROAD,MISMATCH,UNRELATED,PARTIAL,MEDIUM,OTHER
b5687e4459a702b3213e88aa0058ad58252f01e683407d8bbd310ce538fe6f1f,c91e09dd-95e9-55b8-ac07-0b8129e2fe2d,coblocks,CVE-2024-4260,wisp,ssrf,False,False,False,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER,MISMATCH,UNRELATED,SUFFICIENT,HIGH,OTHER
bb16bc4b3be9a902ec67c9ea2f22b2310f1dc1ae36f37d9c2adce67fb5f96979,c204c063-cba5-5740-9158-9f5b91c68f6d,latepoint,CVE-2026-49083,semgrep,other,False,False,False,MISMATCH,UNRELATED,PARTIAL,MEDIUM,OTHER,UNCERTAIN,UNRELATED,PARTIAL,MEDIUM,OTHER
bdfd2b739e1b98f706580720da0df45edc5285642ce6c1a19d5859740868a5ca,61589af2-2a1f-5fb0-a96a-badb624868e4,instantio,CVE-2026-39571,semgrep,other,True,True,True,MISMATCH,SAME_DEFECT,SUFFICIENT,MEDIUM,WRONG_CLASS,MISMATCH,SAME_DEFECT,SUFFICIENT,MEDIUM,SAME_SOURCE_SINK
